URL,음식이름,재료
"http://terms.naver.com//entry.nhn?docId=1992087&cid=42785&categoryId=42794
",명란덮밥," 주재료 : 명란 작은 것 8개, 표고버섯 4장, 팽이버섯 80g, 가는 파 10줄기, 달걀 4개, 밥 4공기, 소금(약간), 붉은 고추(약간)
 부재료 : 맛국물 3컵, 간장 4큰술, 맛술 4큰술, 설탕 1작은술
 재료설명 : 덮밥 국물 (맛국물 3컵, 간장 4큰술, 맛술 4큰술, 설탕 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1992113&cid=42785&categoryId=42794
",두부 콩나물찜," 주재료 : 두부 1모, 콩나물 200g, 돼지고기 50g, 표고버섯 2장, 양파 1/2개, 풋고추 1개, 붉은 고추 1/2개, 미나리 30g, 소금(약간), 물 1/2컵
 부재료 : 고추장 1큰술, 고춧가루 1큰술, 다진 파 1큰술, 다진 마늘 1/2큰술, 참기름 1/2큰술, 깨소금 1/2큰술, 후춧가루(약간)
 재료설명 : 양념장 (고추장 1큰술, 고춧가루 1큰술, 다진 파 1큰술, 다진 마늘 1/2큰술, 참기름 1/2큰술, 깨소금 1/2큰술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1992423&cid=42785&categoryId=42794
",무초절임 쌈밥," 주재료 : 무 200g, 근대 50g, 우엉 50g, 생완두콩 50g, 쌀 2컵, 단호박 30g, 물 2 1/2컵, 소금(약간), 깨소금(약간), 데친 부추(약간)
 부재료 : 식초 3큰술, 설탕 3큰술, 소금 1큰술
 재료설명 : 초절임 양념 (식초 3큰술, 설탕 3큰술, 소금 1큰술)
"
"http://terms.naver.com//entry.nhn?docId=1988701&cid=42785&categoryId=42787
",동태찜," 주재료 : 동태 1마리(300g), 무 100g
 부재료 : 풋고추 1/2개(5g), 홍고추 1/2개(5g), 양념장(대파(다진 대파) 1/2큰술(5g), 마늘 1/2큰술(5g), 생강 1/3작은술(1g), 고춧가루 3큰술(15g), 간장 3큰술(45ml), 설탕 2/3큰술(7g), 참기름 1/2작은술(3ml), 깨소금 1작은술(3g), 후춧가루(후춧가루 약간), 물 4큰술(60ml))
"
"http://terms.naver.com//entry.nhn?docId=1989206&cid=42785&categoryId=44169
",양배추옥수수샐러드," 주재료 : 양배추 5장, 옥수수(통조림) 5큰술
 부재료 : 햄 50g, 오이 ¼개, 당근 20g, 소금(약간), 올리브오일 4큰술, 식초 1½큰술, 올리고당 1큰술, 파슬리가루(약간), 소금(약간), 흰 후춧가루(약간), 머스터드 ½작은술
 재료설명 : 드레싱 (올리브오일 4큰술, 식초 1½큰술, 올리고당 1큰술, 파슬리가루, 소금, 흰 후춧가루, 머스터드 ½작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988754&cid=42785&categoryId=42787
",열무김치," 주재료 : 열무 1Kg
 부재료 : 오이 1개(200g), 홍고추 7개(70g), 풋고추 3개(30g), 대파 10cm 5대(100g), 마늘 12쪽(60g), 생강(마늘크기) 2톨(10g), 소금 1/2컵(절임용,100g), 소금 2와 1/2큰술(25g), 물 6컵(1.2L), 밀가루 풀(밀가루 4큰술(20g), 물 1컵 200ml), 멸치액젓 2큰술(30ml)
"
"http://terms.naver.com//entry.nhn?docId=1988703&cid=42785&categoryId=42787
",홍합미역국," 주재료 : 홍합(홍합살) 60g, 미역(건미역) 6g
 부재료 : 마늘(다진 마늘) 1/2큰술(5g), 재래간장 2/3큰술(10ml), 물 4컵(800ml), 소금 약간
"
"http://terms.naver.com//entry.nhn?docId=1988286&cid=42785&categoryId=42795
",파인애플볶음밥," 주재료 : 파인애플 70g, 밥 1공기(200g), 옥수수(옥수수 통조림) 1큰술(10g), 완두콩(완두콩 통조림) 1큰술(10g), 당근(다진 당근) 1/20개(20g)
 부재료 : 소금 1/2작은술(2g), 식용유 2큰술(30ml), 후춧가루(후춧가루 약간)
 대체재료 :(1) 완두콩 → 청피망 (개인의 기호에 따라 야채의 종류는 달리 할 수 있다.)(2) 당근 → 홍피망 (개인의 기호에 따라 야채의 종류는 달리 할 수 있다.)
"
"http://terms.naver.com//entry.nhn?docId=1990781&cid=42701&categoryId=42709
",수란," 주재료 : 달걀(신선란) 1개
 부재료 : 석이버섯 1장, 실고추 3g, 실파(잎부위) 1대, 소금 2큰술, 참기름 ½작은술, 식초 2큰술
"
"http://terms.naver.com//entry.nhn?docId=1988183&cid=42785&categoryId=42795
",닭고기케밥," 주재료 : 닭고기(닭가슴살) 250g, 닭고기 밑간(청주 1큰술(15ml), 소금 1/2큰술(5g), 후춧가루(후춧가루 약간)), 닭고기 양념(간장 3큰술(45ml), 설탕 2큰술(20g), 마늘(다진 마늘) 1큰술(10g)), 스프레드(홀그레인머스터드 1과 1/2큰술(15g), 마요네즈 3큰술(30g), 꿀 1/2큰술(5g)) 부재료 : 양상추(손바닥 크기) 2장(30g), 피망(청피망) 1/4개(25g), 피망(홍피망) 1/4개(25g), 할라피뇨 2개(20g), 토르티야 2장(40g) 대체재료 :(1) 닭고기 → 닭안심살, 닭다리살 (개인의 기호에 따라 닭고기의 부위는 결정하여도 된다.)(2) 피망 → 오이, 파프리카 (개인의 기호에 따라 다른 야채로 대체할 수 있다.)(3) 피망 → 당근 (개인의 기호에 따라 다른 야채로 대체할 수 있다.)(4) 홀그레인머스터드 → 샤워소스 (개인의 기호에 따라 소스는 변경이 가능하다.)"
"http://terms.naver.com//entry.nhn?docId=1990885&cid=42785&categoryId=42792
",겨울 샤브샤브," 주재료 : 쇠고기(샤부샤부용) 500g, 느타리 버섯 150g, 팽이버섯 1/2봉지, 표고버섯 5개, 배춧잎 8장, 대파 1대, 고구마 1/2개, 연근 1/2개, 당근 1/3개, 청경채 50g, 쑥갓 30g
 부재료 : 물 8컵, 무 1토막, 다시마(10×10cm) 1장, 대파 1대, 마늘 4톨, 소금 약간, 땅콩버터 2큰술, 육수 1/4컵, 간장 2작은술, 설탕 1큰술, 레몬즙 1큰술, 식초 1큰술
 재료설명 : 육수 (물 8컵, 무 1토막, 다시마 1장, 대파 1대, 마늘 4톨, 소금 약간), 땅콩소스 (땅콩버터 2큰술, 육수 1/4컵, 간장 2작은술, 설탕 1큰술, 레몬즙 1큰술, 식초 1큰술)
"
"http://terms.naver.com//entry.nhn?docId=1991142&cid=42785&categoryId=42788
",토마토 부르스게타," 주재료 : 바게트빵 1/2개, 파슬리가루 1큰술, 토마토 2개, 바질잎 5장
 부재료 : 올리브유 3큰술, 레몬즙 1큰술, 양파(다진것) 2큰술, 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1988227&cid=42785&categoryId=42795
",부추잡채," 주재료 : 부추 4줌(200g), 돼지고기(등심) 80g
 부재료 : 달걀(달걀흰자 1/2개분) 10g, 녹말가루 1/2큰술(5g), 식용유 5큰술(75ml), 청주 1큰술(15ml), 간장(재래간장) 1작은술(5ml), 소금 1/2큰술(5g), 치킨파우더 1/2큰술(5g), 참기름 1작은술(5ml), 소금 약간, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1988559&cid=42785&categoryId=42795
",브로콜리수프," 주재료 : 브로콜리 1/6개(30g), 밀가루 1큰술(5g), 뜨거운 물 1/2컵(100ml)
 부재료 : 소금(소금 약간), 버터 1큰술(10g), 우유 /2컵(100ml), 치킨스톡 1/2큰술(5g), 후춧가루(후춧가루 약간)
 재료설명 : 브로콜리 데치기용 (소금)
 대체재료 : 치킨스톡 → 소금 (치킨스톡이 없을 경우 소금으로 간을 맞춘다.)
"
"http://terms.naver.com//entry.nhn?docId=1992588&cid=42785&categoryId=42794
",멸치 고추장조림," 주재료 : 멸치 100g, 마늘 6쪽, 깨소금(약간)
 부재료 : 고추장 2큰술, 청주 1큰술, 물엿 1큰술, 설탕 1작은술, 생강즙 1/2작은술
 재료설명 : 양념장 (고추장 2큰술, 청주 1큰술, 물엿 1큰술, 설탕 1작은술, 생강즙 1/2작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988443&cid=42785&categoryId=42795
",표고버섯조림," 주재료 : 표고버섯(건표고버섯) 10개(30g) 
 부재료 : 조림장(간장 2큰술(30ml), 물엿 1과 1/2큰술(15g), 설탕 1큰술(10g), 물 3/4컵(150ml), 청주 1큰술(15ml)), 참기름 1큰술(15ml), 깨 1/3작은술(1g)
"
"http://terms.naver.com//entry.nhn?docId=1988835&cid=42785&categoryId=42787
",인절미," 주재료 : 찹쌀 1.7kg
 부재료 : 소금 1큰술(10g), 물 1과 1/2컵(300ml), 양념(콩가루 170g, 설탕 2와 1/2큰술(25g))
"
"http://terms.naver.com//entry.nhn?docId=1992327&cid=42785&categoryId=42794
",김치·참치쌈장과 양배추쌈," 주재료 : 양배추 1/2통, 쌀 2컵
 부재료 : 김치 250g, 참치(캔) 150g, 양파 1/2개, 대파 1/4뿌리, 붉은 고추 1/2개, 고추장 1/2큰술, 설탕 1작은술, 들기름 1/2큰술, 후춧가루(약간)
 재료설명 : 김치  참치쌈장 (김치 250g, 참치 150g, 양파 1/2개, 대파 1/4뿌리, 붉은 고추 1/2개, 고추장 1/2큰술, 설탕 1작은술, 들기름 1/2큰술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1988082&cid=42785&categoryId=42795
",두부강정," 주재료 : 두부 120g, 소금(소금 약간), 찹쌀가루 1큰술(10g), 강정소스(고추장 1큰술(15g), 토마토케첩 1큰술(10g)
 부재료 : 물엿 1큰술(10g), 설탕 1큰술(10g), 물 2큰술(30ml)), 식용유 3컵(600ml), 검은깨(검은깨 약간)
"
"http://terms.naver.com//entry.nhn?docId=1992155&cid=42785&categoryId=42794
",표고버섯전," 주재료 : 마른 표고버섯 8장, 다진 쇠고기 100g, 두부 50g, 달걀 1개, 밀가루(적당량), 쑥갓(적당량)
 부재료 : 소금 1작은술, 설탕 1작은술, 다진 파 1/2큰술, 다진 마늘 1쪽, 참기름 1작은술, 후춧가루(약간)
 재료설명 : 양념 (소금 1작은술, 설탕 1작은술, 다진 파 1/2큰술, 다진 마늘 1쪽, 참기름 1작은술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1991241&cid=42785&categoryId=42788
",닭갈비구이," 주재료 : 닭갈비 300g, 떡 100g, 당근 1/2개, 감자 1개, 양파 1개, 양배추 2장, 대파 1대, 청 고추 1개, 홍 고추 1개, 참기름 1큰술, 식용유 1큰술
 부재료 : 고춧가루 1큰술, 고추장 2큰술, 간장 2큰술, 청주 1큰술, 설탕 1큰술, 생강 즙 1작은술, 다진 마늘 1큰술, 깨소금 1큰술, 참기름 1작은술
"
"http://terms.naver.com//entry.nhn?docId=1989144&cid=42785&categoryId=44169
",우엉전," 주재료 : 우엉 200g
 부재료 : 식초 1큰술, 밀가루 5큰술, 달걀 1개, 파(다진 파) 1큰술, 마늘(다진 마늘) 1작은술, 참기름 1작은술, 깨소금 1작은술, 소금(약간)
 재료설명 : 우엉 양념 (파 1큰술, 마늘 1작은술, 참기름 1작은술, 깨소금 1작은술, 소금)
"
"http://terms.naver.com//entry.nhn?docId=1988741&cid=42785&categoryId=42787
",마른새우볶음," 주재료 : 마른새우 60g
 부재료 : 깨 1/2작은술(2g), 양념(간장 1큰술(15ml), 설탕 1/2큰술(5g), 참기름 1작은술(5ml)), 식용유 1/2큰술(7ml)
"
"http://terms.naver.com//entry.nhn?docId=1988141&cid=42785&categoryId=42795
",궁중떡볶이," 주재료 : 떡 150g, 쇠고기 20g, 표고버섯 1개(20g), 오이 1/10개(20g), 당근 1/20개(10g), 양파 1/6개(30g)
 부재료 : 달걀 1개(50g), 식용유 1큰술(15ml), 간장 1작은술(5ml), 설탕 1작은술(3g), 참기름 2작은술(10ml), 쇠고기 양념 재료(간장  1작은술(5ml), 설탕 1작은술(3g), 참기름 1/2큰술(7ml), 후추(후춧가루 약간), 깨 (깨 약간), 마늘(다진 마늘) 1/2작은술(2g), 대파(다진 대파) 1작은술(3g)), 떡 양념 재료(간장 1작은술(5ml), 참기름 1/2큰술(7ml))
"
"http://terms.naver.com//entry.nhn?docId=1988399&cid=42785&categoryId=42787
",시금치나물," 주재료 : 시금치 4줌(200g)
 부재료 : 소금(데침용 소금 약간), 양념(소금 1/2큰술(5g), 대파(다진 대파) 1큰술(10g), 마늘(다진 마늘) 1작은술(3g), 참기름 1큰술(15ml), 깨소금 1작은술(3g))
"
"http://terms.naver.com//entry.nhn?docId=1989530&cid=42785&categoryId=44169
",닭살메추리알장조림," 주재료 : 닭가슴살 250g, 메추리알 20개, 가다랑어포 2큰술
 부재료 : 다시마(우린 물) 2컵, 간장 3큰술, 설탕 1큰술, 대파잎 2대, 마늘 8쪽, 청주 2큰술, 통후추 1작은술, 소금(약간)
"
"http://terms.naver.com//entry.nhn?docId=1992771&cid=42785&categoryId=42794
",무청 생선조림," 주재료 : 무청 2묶음, 고등어 1마리, 대파 1/2대, 풋고추 1/2개, 붉은 고추 1/2개
 부재료 : 간장 3큰술, 고춧가루 2큰술, 물엿 2큰술, 맛술 2큰술, 다진 마늘 1큰술, 다진 생강 1작은술, 물 1컵
 재료설명 : 양념장 (간장 3큰술, 고춧가루 2큰술, 물엿 2큰술, 맛술 2큰술, 다진 마늘 1큰술, 다진 생강 1작은술, 물 1컵)
"
"http://terms.naver.com//entry.nhn?docId=1989724&cid=42785&categoryId=44169
",매콤떡볶이," 주재료 : 떡볶이 떡 200g, 어묵(동그란 어묵) 50g
 부재료 : 대파 1대, 참기름 ½작은술, 통깨(약간), 물 1컵, 고추장 2큰술, 청양 홍고추(마른 매운 청양 홍고추) 3개, 물엿 1큰술, 설탕 1작은술, 간장 1작은술, 마늘(다진 마늘) 1작은술, 후춧가루(약간), 물 1컵
 재료설명 : 매운 양념장 (고추장 2큰술, 청양 홍고추 3개, 물엿 1큰술, 설탕 1작은술, 간장 1작은술, 마늘 1작은술, 후춧가루, 물 1컵)
"
"http://terms.naver.com//entry.nhn?docId=1988169&cid=42785&categoryId=42795
",오삼불고기," 주재료 : 오징어 1/2마리(120g), 삼겹살 250g, 양파 1/2개(100g), 풋고추 1개(10g), 홍고추 1개(10g) 부재료 : 대파 10cm(20g), 식용유 1큰술(15ml), 참기름 1/2큰술(7ml), 깨 1/2작은술(2g), 마늘 1과 1/2큰술(15g), 간장 2큰술(30ml), 고추장 3큰술(45g), 고춧가루 3큰술(15g), 설탕 1큰술(10g), 물엿 1큰술(10g), 후추(후춧가루 약간), 청주 2큰술(30ml), 생강(다진 생강) 1/2작은술(2g) 대체재료 :(1) 삼겹살 → 돼지목살 (기름기가 많은 것이 부담스러우면 돼지목살을 이용한다.)(2) 오징어 → 주꾸미 (쫄깃한 맛이 더해 주꾸미도 좋다.)(3) 풋고추 → 청양고추 (매콤한 맛을 더하기 위해 청양고추로 대체하면 좋다.)"
"http://terms.naver.com//entry.nhn?docId=1989474&cid=42785&categoryId=44169
",가브리살구이," 주재료 : 가브리살 200g
 부재료 : 소금(굵은 볶은 소금 약간), 양송이버섯 4~5개
"
"http://terms.naver.com//entry.nhn?docId=1988785&cid=42785&categoryId=42787
",콩나물밥," 주재료 : 쌀 2컵(320g)
 부재료 : 콩나물 4줌(200g), 쇠고기(잡채용) 70g, 물 2컵(400ml), 쇠고기양념 (간장 1/2큰술(7ml), 대파(다진 대파) 1작은술(3g), 마늘(다진 마늘) 1작은술(3g), 참기름 약간, 양념장(간장 2큰술(30ml), 대파(다진 대파) 1/2 큰술(5g), 마늘(다진 마늘) 1/2 큰술(5g), 고춧가루 1/2 작은술(2g), 참기름 1작은술(5ml), 깨 1작은술(3g))
"
"http://terms.naver.com//entry.nhn?docId=1989271&cid=42785&categoryId=44169
",새송이버섯채소볶음," 주재료 : 새송이버섯 5개, 청피망 ¼개, 홍피망 ¼개, 양파 ¼개
 부재료 : 실파 3대, 소금(약간), 후춧가루(약간), 들기름 1큰술, 올리브오일 1큰술, 마늘(다진 마늘) 1작은술
"
"http://terms.naver.com//entry.nhn?docId=1990234&cid=42785&categoryId=42799
",적채와 무피클," 주재료 : 적채(150g) 1/6~1/8개, 무(5㎝ 길이) 1개
 부재료 : 식초 1컵, 물 1컵, 설탕 4큰술, 소금 1큰술, 통후추(조금) 조금, 월계수잎(조금) 조금
 재료설명 : 피클액 (식초 1컵, 물 1컵, 설탕 4큰술, 소금 1큰술, 통후추 조금, 월계수잎 조금)
"
"http://terms.naver.com//entry.nhn?docId=1990281&cid=42785&categoryId=42799
",콩나물밥과 부추 양념장," 주재료 : 쌀(쌀 계량컵) 2컵, 콩나물 150g, 쇠고기(홍두깨살 곱게 다진 것) 70g, 물 1컵 부재료 : 청주 1큰술, 간장 1큰술, 다진 마늘 1작은술, 참기름 1작은술, 후춧가루(조금) 조금, 부추 80g, 다진 홍고추 1큰술, 다진 파 1큰술, 설탕 1작은술, 간장 4큰술, 참기름 1큰술 재료설명 : 고기 양념 (청주 1큰술, 간장 1큰술, 다진 마늘 1작은술, 참기름 1작은술, 후춧가루 조금), 부추 양념장 (부추 80g, 다진 홍고추 1큰술, 다진 파 1큰술, 다진 마늘 1작은술, 설탕 1작은술, 간장 4큰술, 참기름 1큰술)"
"http://terms.naver.com//entry.nhn?docId=1991041&cid=42785&categoryId=42792
",아몬드 브로콜리 샐러드," 주재료 : 아몬드 1/2컵, 브로콜리 1/2통, 베이컨 6장, 양파 1/2개, 어린잎 채소 30g, 소금 약간
 부재료 : 참깨 2큰술, 땅콩버터 2큰술, 간장 1/2큰술, 청주 1/2큰술, 마요네즈 1큰술, 설탕 1/2작은술, 물 4큰술
 재료설명 : 참깨 드레싱 (참깨 2큰술, 땅콩버터 2큰술, 간장 1/2큰술, 청주 1/2큰술, 마요네즈 1큰술, 설탕 1/2작은술, 물 4큰술)
"
"http://terms.naver.com//entry.nhn?docId=1991993&cid=42785&categoryId=42794
",미트볼 케첩조림," 주재료 : 쇠고기 다진 것 200g, 돼지고기 다진 것 200g, 양파 다진 것 1/2개, 달걀 1/2개, 빵가루 1/2컵, 소금 1/2작은술, 후춧가루 1/4작은술, 당근 1/4개, 피망 1/2개, 식용유(약간)
 부재료 : 식용유 1큰술, 마늘 다진 것 2쪽, 토마토 케첩 4큰술, 오렌지 주스 1컵, 설탕 1/2큰술, 핫소스 1작은술, 소금 1/4작은술
 재료설명 : 소스 (식용유 1큰술, 마늘 다진 것 2쪽, 토마토 케첩 4큰술, 오렌지 주스 1컵, 설탕 1/2큰술, 핫소스 1작은술, 소금 1/4작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988895&cid=42785&categoryId=44169
",두부구이와 김양념장," 주재료 : 두부(1모) 350g, 들기름 2큰술, 포도씨오일 2큰술, 소금(약간)
 부재료 : 김(구운 김) 2장, 간장 2큰술, 다시마(우린 물) 2큰술, 파(다진 파) 1큰술, 맛술 1큰술, 마늘(다진 마늘) ½작은술, 들기름 1작은술, 깨소금 1작은술, 고춧가루(고운 고춧가루) 1작은술
 재료설명 : 김 양념장 (김 2장, 간장 2큰술, 다시마 2큰술, 파 1큰술, 맛술 1큰술, 마늘 ½작은술, 들기름 1작은술, 깨소금 1작은술, 고춧가루 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1989360&cid=42785&categoryId=44169
",달걀국," 주재료 : 달걀 3개
 부재료 : 대파잎 3대, 양파 ½개, 마늘(다진 마늘) 1작은술, 참치액 1작은술, 다시마(우린 물) 4컵, 소금(약간)
"
"http://terms.naver.com//entry.nhn?docId=1988354&cid=42785&categoryId=42795
",수수팥떡," 주재료 : 수수가루 300g, 찹쌀가루 300g, 팥 160g
 부재료 : 설탕 1과 1/2큰술(15g, 팥 고물용), 소금 1작은술(3g, 팥 고물), 설탕 8큰술(80g), 소금 1작은술(3g)
"
"http://terms.naver.com//entry.nhn?docId=1993907&cid=42785&categoryId=42795
",딸기 아이스크림," 주재료 : 우유 3/4컵(150ml), 생크림 1과 1/2컵(300ml), 딸기 300g
 부재료 : 달걀노른자(3개분) 62g, 설탕 1컵(150g), 럼 1큰술(15ml)
 대체재료 : 설탕 → 황설탕 (황설탕을 넣어도 무방하나 색감 면에서는 백설탕이 낫다.)
"
"http://terms.naver.com//entry.nhn?docId=1991943&cid=42785&categoryId=42792
",차돌박이구이," 주재료 : 차돌박이 500g, 청주 2큰술, 영양부추 100g, 빨간 파프리카 1/2개, 레몬 1/2개
 부재료 : (차돌박이 양념) 참기름 1큰술, 청주 1큰술, 깨소금 1큰술, 생강즙 1큰술, 소금 약간, 후춧가루 약간, (부추양념) 국간장 1/2큰술, 간장 1/2큰술, 통깨 2큰술, 생강즙 1작은술, 고춧가루 2큰술, 참기름 1큰술, 식초 2큰술, 고추장 1/2큰술, 올리고당 2큰술, 참치액 1큰술, 후춧가루 약간
"
"http://terms.naver.com//entry.nhn?docId=1992890&cid=42785&categoryId=42794
",병어 회무침," 주재료 : 병어 1마리, 오이 1/2개, 염장 해초류 1/2컵, 배추 속대 2장, 붉은 고추 1개
 부재료 : 고추장 1 1/2큰술, 고춧가루 1작은술, 식초 1큰술, 설탕 1큰술, 다진 마늘 1/2큰술, 생강즙(약간)
 재료설명 : 초고추장 양념 (고추장 1 1/2큰술, 고춧가루 1작은술, 식초 1큰술, 설탕 1큰술, 다진 마늘 1/2큰술, 생강즙)
"
"http://terms.naver.com//entry.nhn?docId=1989056&cid=42785&categoryId=44169
",부추겉절이," 주재료 : 부추 250g, 홍고추 1개
 부재료 : 마늘(다진 마늘) 1작은술, 생강(다진 생강) ¼작은술, 새우젓 1큰술, 고춧가루(고운 고춧가루) 1½큰술, 소금(약간)
 재료설명 : 양념장 (마늘 1작은술, 생강 ¼작은술, 새우젓 1큰술, 고춧가루 1½큰술, 소금)
"
"http://terms.naver.com//entry.nhn?docId=1988439&cid=42785&categoryId=42795
",떡꼬치," 주재료 : 떡(떡볶이 떡) 16개(250g)
 부재료 : 달걀 1개(50g), 빵가루 2컵(100g), 깨(검은깨 약간), 식용유 5컵(1L), 꼬치 4개, 양념(칠리소스 2큰술(20g), 고추장 1큰술(15g), 물엿 1큰술(10g))
 대체재료 : 떡 → 고기류, 새우류, 마늘 (재료를 다양하게 응용하여 간식 이외에도 술안주로 가능하다.)
"
"http://terms.naver.com//entry.nhn?docId=1992059&cid=42785&categoryId=42794
",파인애플 소스 스테이크," 주재료 : 쇠고기(안심) 600g, 파인애플(통조림) 2조각, 브로콜리 50g, 식용유(약간)
 부재료 : 간장 4큰술, 파인애플(주스) 4큰술, 물 4큰술, 설탕 1큰술, 물엿 1큰술, 후춧가루(약간), 녹말물(물 1큰술, 녹말가루 1/2큰술)
 재료설명 : 쇠고기 양념 (간장 4큰술, 파인애플 4큰술, 물 4큰술, 설탕 1큰술, 물엿 1큰술, 후춧가루, 녹말물)
"
"http://terms.naver.com//entry.nhn?docId=1991341&cid=42785&categoryId=42788
",버팔로윙," 주재료 : 닭 날개 20개, 미술 3큰술, 소금 약간, 후춧가루 약간, 녹인 버터 4큰술, 밀가루 4큰술
 부재료 : 미술 3큰술, 간장 3큰술, 핫 소스 3큰술, 올리고당 2큰술, 굴 소스 1 1/2큰술, 다진 마늘 2작은술, 고춧가루 2작은술, 후춧가루 약간
 재료설명 : 닭 날개 양념 (닭 날개 20개, 미술 3큰술, 소금 약간, 후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1989197&cid=42785&categoryId=44169
",브로콜리칵테일새우샐러드," 주재료 : 브로콜리 200g, 칵테일새우 12마리
 부재료 : 양파 ½개, 소금(약간), 머스터드 ½작은술, 올리고당 1작은술, 올리브오일 2큰술, 딜(약간), 로즈메리(약간), 타임(약간), 식초 5큰술, 레몬 슬라이스 1쪽
 재료설명 : 허브식초 드레싱 (딜, 로즈메리, 타임, 식초 5큰술, 레몬 슬라이스 1쪽)
"
"http://terms.naver.com//entry.nhn?docId=1992112&cid=42785&categoryId=42794
",두부 야채말이," 주재료 : 두부 1모, 소금 1/2큰술, 후춧가루(약간), 식용유(약간), 팽이버섯 1봉지, 무순 1/2팩, 게맛살 4줄
 부재료 : 고춧가루 1/2작은술, 간장 1큰술, 설탕 1/2큰술, 식초 1/2큰술, 참기름 1/2작은술, 깨소금 1/2작은술, 다진 풋고추 1작은술, 다진 붉은 고추 1작은술
 재료설명 : 양념장 (고춧가루 1/2작은술, 간장 1큰술, 설탕 1/2큰술, 식초 1/2큰술, 참기름 1/2작은술, 깨소금 1/2작은술, 다진 풋고추 1작은술, 다진 붉은 고추 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988813&cid=42785&categoryId=42787
",북어찜," 주재료 : 북어 1마리(70g, 머리 제거한 것)
 부재료 : 참기름(참기름 약간), 양념(간장 2큰술(30ml), 설탕 2큰술(20g), 대파(다진 대파) 3큰술(30g), 마늘(다진 마늘) 1과 1/2큰술(15g), 생강(다진 생강) 1작은술(3g), 고춧가루 6큰술(30g), 배즙 1/2컵(100ml), 후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1989179&cid=42785&categoryId=44169
",생강채연어조림," 주재료 : 생강 50g, 연어(조림용) 150g
 부재료 : 레몬즙 1큰술, 소금(약간), 흰 후춧가루(약간), 다시마(우린 물) 1컵, 간장 2큰술, 맛술 2큰술, 굴소스 1작은술, 설탕 1작은술, 가다랑어포 2큰술, 청주 1큰술, 홍고추(마른 홍고추) 1개, 마늘 3쪽
 재료설명 : 연어 밑간 (레몬즙 1큰술, 소금, 흰 후춧가루), 조림장 (다시마 1컵, 간장 2큰술, 맛술 2큰술, 굴소스 1작은술, 설탕 1작은술, 가다랑어포 2큰술, 청주 1큰술, 홍고추 1개, 마늘 3쪽)
"
"http://terms.naver.com//entry.nhn?docId=1988380&cid=42785&categoryId=42787
",김치죽," 주재료 : 멥쌀 1컵(160g), 배추김치(잘 익은 것) 1과 1/3컵(200g)
 부재료 : 멸치국물 6컵(1.2L), 실파 2줄기(20g), 참기름 1큰술(15ml), 간장(간장 약간), 소금(소금 약간), 국물용 멸치 20마리(20g)
"
"http://terms.naver.com//entry.nhn?docId=1989515&cid=42785&categoryId=44169
",닭가슴살채소칠리볶음," 주재료 : 닭가슴살 150g, 브로콜리 50g, 피망 ½개, 당근 ¼개, 양파 ¼개, 느타리버섯 80g, 칠리소스 4큰술
 부재료 : 청양고추(매운 청양고추) 1개, 소금(약간), 올리브오일 2큰술, 마늘 2쪽
"
"http://terms.naver.com//entry.nhn?docId=1989305&cid=42785&categoryId=44169
",멸치김치찌개," 주재료 : 잔멸치 ¼컵, 신 김치 200g
 부재료 : 마늘(다진 마늘) 1큰술, 청주 1큰술, 설탕 1큰술, 식물성 기름 1큰술, 쌀뜨물 3컵, 청양고추 2개, 대파 1대, 소금(약간), 후춧가루(약간)
"
"http://terms.naver.com//entry.nhn?docId=1992707&cid=42785&categoryId=42794
",우렁 쌈장," 주재료 : 우렁 1컵, 양파 1/4개, 굵은 멸치 30g, 물녹말(약간)
 부재료 : 된장 2큰술, 고추장 1/2큰술, 다진 파 2큰술, 다진 마늘 1큰술, 다진 생강 1/2작은술, 고춧가루 1작은술, 물 1/4컵
 재료설명 : 양념 (된장 2큰술, 고추장 1/2큰술, 다진 파 2큰술, 다진 마늘 1큰술, 다진 생강 1/2작은술, 고춧가루 1작은술, 물 1/4컵)
"
"http://terms.naver.com//entry.nhn?docId=1988385&cid=42785&categoryId=42787
",고등어구이," 주재료 : 고등어 1마리(400g)
 부재료 : 식용유 약간
"
"http://terms.naver.com//entry.nhn?docId=1992595&cid=42785&categoryId=42794
",냉이 된장무침," 주재료 : 냉이 200g, 소금(약간)
 부재료 : 된장 1큰술, 잣가루 1큰술, 참기름 1큰술, 통깨 1큰술, 맛술 2작은술
 재료설명 : 된장 양념장 (된장 1큰술, 잣가루 1큰술, 참기름 1큰술, 통깨 1큰술, 맛술 2작은술)
"
